t_z,z_t_puf1,z_t_puf2
2.4296875e-09,3.5677272087234935e-05,2.2195130521147293e-05
2.4312500000000003e-09,3.590922692605736e-05,2.231885275647138e-05
2.4328125e-09,3.590306101411742e-05,2.2512502829142985e-05
2.434375e-09,3.6095411588603185e-05,2.1823303852648498e-05
2.4359375e-09,3.646035406413799e-05,2.187800655416188e-05
2.4375e-09,3.6077845507282616e-05,2.2702449434651097e-05
2.4390625e-09,3.6270119078701276e-05,2.4709419345512833e-05
2.440625e-09,3.6361296590095595e-05,2.589092377370811e-05
2.4421875000000003e-09,3.628411224824095e-05,2.6220984961755403e-05
2.44375e-09,3.7287247662569933e-05,2.693796722225255e-05
2.4453125e-09,3.762149256693216e-05,2.729217407955838e-05
2.446875e-09,3.762323547318384e-05,2.800952402979774e-05
2.4484375e-09,3.6761077529960055e-05,2.847502466377083e-05
2.45e-09,3.621147806532968e-05,2.8523240276504247e-05
2.4515625e-09,3.671547607365479e-05,2.8762345325497323e-05
2.4531250000000003e-09,3.647557857590862e-05,2.8831459843889233e-05
2.4546875e-09,3.681229294542037e-05,2.97445414893811e-05
2.45625e-09,3.627910397281919e-05,2.9488511045631854e-05
2.4578125e-09,3.607717149292698e-05,3.0009996469381483e-05
2.459375e-09,3.513731608842587e-05,3.004549503005065e-05
2.4609375e-09,3.462287058829805e-05,3.0110060039554686e-05
2.4625e-09,3.474413121322892e-05,3.0602976309211694e-05
2.4640625000000002e-09,3.3874971634162174e-05,3.032475030730433e-05
2.465625e-09,3.364380812581747e-05,3.166079066361174e-05
2.4671875e-09,3.336175390137634e-05,3.186082817015799e-05
2.46875e-09,3.288175002577572e-05,3.1876928135436085e-05
2.4703125e-09,3.2321758761324405e-05,3.1991255111054886e-05
2.471875e-09,3.225608491174355e-05,3.210407882674206e-05
2.4734375e-09,3.245749673212614e-05,3.189332281920877e-05
2.4750000000000002e-09,3.232234917336987e-05,3.2557529551709964e-05
2.4765625e-09,3.185324186155219e-05,3.299366341539811e-05
2.478125e-09,3.307224551134045e-05,3.391014474238602e-05
2.4796875e-09,3.2748561803032865e-05,3.379000073326184e-05
2.48125e-09,3.3066549724731134e-05,3.32353494522583e-05
2.4828125e-09,3.2670269973678725e-05,3.3030388833818625e-05
2.484375e-09,3.307129336883569e-05,3.269063538892046e-05
2.4859375000000002e-09,3.281869756015488e-05,3.289533287130515e-05
2.4875e-09,3.233216400440452e-05,3.3142096190643655e-05
2.4890625e-09,3.23802889627276e-05,3.25395249077136e-05
2.490625e-09,3.243573953372103e-05,3.227823430185087e-05
2.4921875000000003e-09,3.298472981725077e-05,3.142424441000353e-05
2.49375e-09,3.317617541836629e-05,3.190259636817574e-05
2.4953125e-09,3.308948062640787e-05,3.1694768067655956e-05
2.4968750000000002e-09,3.231726634449923e-05,3.1941111589902606e-05
2.4984375e-09,3.209796403392552e-05,3.194846299563558e-05
2.5e-09,3.1688203149034384e-05,3.2460588092035686e-05
2.5015625e-09,3.136071249317516e-05,3.096611612343853e-05
2.5031250000000003e-09,2.9928160285636034e-05,2.9745928961394236e-05
2.5046875e-09,2.878651603180866e-05,2.8860811932933262e-05
2.50625e-09,2.725935534889482e-05,2.7895091848352498e-05
2.5078125000000002e-09,2.6958780430250117e-05,2.722926977838119e-05
2.509375e-09,2.6687740891424807e-05,2.503489272099433e-05
2.5109375e-09,2.5534240537352304e-05,2.463327472155797e-05
2.5125e-09,2.5585757173839527e-05,2.396769182155342e-05
2.5140625000000003e-09,2.542472291877678e-05,2.378275752355202e-05
2.515625e-09,2.594792726015311e-05,2.3340703758003604e-05
2.5171875e-09,2.6565284354045434e-05,2.2320503000250524e-05
2.5187500000000002e-09,2.6755096639854506e-05,2.296840949700443e-05
2.5203125e-09,2.6502666768041646e-05,2.2409567241205743e-05
2.521875e-09,2.5307414371588745e-05,2.301455089538066e-05
2.5234375e-09,2.4486011853362834e-05,2.284391944611495e-05
2.5250000000000003e-09,2.367055389430482e-05,2.267686495064978e-05
2.5265625e-09,2.449136948552875e-05,2.2753202034877418e-05
2.528125e-09,2.4430777875533187e-05,2.3011418539246925e-05
2.5296875000000002e-09,2.3410299403669783e-05,2.3878691745339423e-05
2.53125e-09,2.3944775845720158e-05,2.2370479840658053e-05
2.5328125e-09,2.3740280995360125e-05,2.2085671887432768e-05
2.534375e-09,2.3957014596671024e-05,2.2681367679666395e-05
2.5359375000000003e-09,2.2838344873470795e-05,2.2528919537334146e-05
2.5375e-09,2.299858017711084e-05,2.1944751947862343e-05
2.5390625e-09,2.2504906639704884e-05,2.073936231454226e-05
2.5406250000000002e-09,2.303763889562803e-05,1.955263343347426e-05
2.5421875e-09,2.2439846841376333e-05,1.8781598608937398e-05
2.54375e-09,2.218521775032968e-05,1.844514543695367e-05
2.5453125e-09,2.182503662958916e-05,1.7715381952813164e-05
2.5468750000000003e-09,2.1761975595482825e-05,1.7651669332698246e-05
2.5484375e-09,2.2104183255787173e-05,1.7912142881451242e-05
2.55e-09,2.179441016183371e-05,1.7805982853258768e-05
2.5515625e-09,2.1239074099689493e-05,1.8187877957283853e-05
2.553125e-09,2.164409968700221e-05,1.798865035667045e-05
2.5546875e-09,2.1616754121183893e-05,1.6694522272052933e-05
2.55625e-09,2.217217751779582e-05,1.6656219109453696e-05
2.5578125000000003e-09,2.1436770381828096e-05,1.597378518649032e-05
2.559375e-09,2.2921149684940657e-05,1.646775489955243e-05
2.5609375e-09,2.2697985538920926e-05,1.5516652121163955e-05
2.5625e-09,2.2760675621016238e-05,1.461692895929095e-05
2.5640625e-09,2.3306833182926742e-05,1.4712341378079402e-05
2.565625e-09,2.3167831870101375e-05,1.3243544768381052e-05
2.5671875e-09,2.34002399770627e-05,1.3362728571045422e-05
2.5687500000000003e-09,2.335425972652067e-05,1.3578181332696579e-05
2.5703125e-09,2.4212123905497646e-05,1.3020264212837097e-05
2.571875e-09,2.4000450571264022e-05,1.262117591159048e-05
2.5734375e-09,2.3296603621017053e-05,1.2671277399381737e-05
2.575e-09,2.3941535651123097e-05,1.2200158551772125e-05
2.5765625e-09,2.4178215832996916e-05,1.1449850810293078e-05
2.578125e-09,2.3444937357767473e-05,1.1858655644101548e-05
2.5796875000000002e-09,2.5070209389875514e-05,1.171105688872957e-05
2.58125e-09,2.4842133840855554e-05,1.2154106626545173e-05
2.5828125e-09,2.4121717355308325e-05,1.2820040506546924e-05
2.584375e-09,2.4791614276262083e-05,1.3261743586532906e-05
2.5859375e-09,2.4836401412701263e-05,1.2975690356639078e-05
2.5875e-09,2.5461397990744763e-05,1.2450710201189195e-05
2.5890625e-09,2.6094879639619748e-05,1.3186647588831012e-05
2.5906250000000002e-09,2.5345711622430723e-05,1.3815483202217383e-05
2.5921875e-09,2.527371835002744e-05,1.4599048481448487e-05
2.59375e-09,2.5339405646250357e-05,1.5649697443142236e-05
2.5953125e-09,2.5298622996815757e-05,1.662931041423289e-05
2.5968750000000003e-09,2.618340667601445e-05,1.6204984340458125e-05
2.5984375e-09,2.627534656756523e-05,1.6128559534061196e-05
2.6e-09,2.6012764305864286e-05,1.6068954179180495e-05
2.6015625000000002e-09,2.652767537193012e-05,1.61819221259794e-05
2.603125e-09,2.6817317265495e-05,1.699095524731974e-05
2.6046875e-09,2.739477502168559e-05,1.7103936818434607e-05
2.60625e-09,2.8038564214778195e-05,1.7450137017387705e-05
2.6078125000000003e-09,2.8035295467431973e-05,1.7799242128221858e-05
2.609375e-09,2.7449797503617724e-05,1.837361772564081e-05
2.6109375e-09,2.7608972137480243e-05,1.8323413264874233e-05
2.6125000000000002e-09,2.7528404761458554e-05,1.8787611338678998e-05
2.6140625e-09,2.8110129242785203e-05,1.7621440298746647e-05
2.615625e-09,2.7550790214063904e-05,1.7919617916832945e-05
2.6171875e-09,2.7763803064750083e-05,1.8229465357641135e-05
2.6187500000000003e-09,2.7329954339384155e-05,1.7524640257037922e-05
2.6203125e-09,2.779459938489142e-05,1.7860910120351843e-05
2.621875e-09,2.759028146398108e-05,1.784549966524286e-05
2.6234375000000002e-09,2.832181221937782e-05,1.743990924381734e-05
2.625e-09,2.958167450766568e-05,1.8524788076510148e-05
2.6265625e-09,2.9240676617116364e-05,1.837710786254327e-05
2.628125e-09,2.9664151816537395e-05,1.8645434518316146e-05
2.6296875000000003e-09,3.066051265798739e-05,1.9131496937172273e-05
2.63125e-09,3.052298631088188e-05,2.0052305616214075e-05
2.6328125e-09,3.0745676024618044e-05,2.1160842455681297e-05
2.6343750000000002e-09,3.1580468770484573e-05,2.1112190110937864e-05
2.6359375e-09,3.2995272894661924e-05,2.135880876608445e-05
2.6375e-09,3.4047936166650054e-05,2.1465979046179183e-05
2.6390625e-09,3.46206771360502e-05,2.1650465593102024e-05
2.6406250000000003e-09,3.4694739660410134e-05,2.167726519002334e-05
2.6421875e-09,3.56588634146069e-05,2.133439587593199e-05
2.64375e-09,3.6297655740983616e-05,2.1892864707013366e-05
2.6453125000000002e-09,3.7150952406679016e-05,2.281269240818369e-05
2.646875e-09,3.748461051402136e-05,2.2724490798778475e-05
2.6484375e-09,3.812972441885236e-05,2.2685446999693398e-05
2.65e-09,3.947586876515592e-05,2.308857419515163e-05
2.6515625000000003e-09,4.01851143267479e-05,2.330811434086811e-05
2.653125e-09,4.022238029236773e-05,2.3808194075602563e-05
2.6546875e-09,4.0909672686879883e-05,2.4303468620633795e-05
2.6562500000000002e-09,4.1465623207965394e-05,2.4461396540113224e-05
2.6578125e-09,4.250281246079899e-05,2.467400324283958e-05
2.659375e-09,4.240791442334676e-05,2.508634595725936e-05
2.6609375e-09,4.3418788661105135e-05,2.6439527502739723e-05
2.6625000000000003e-09,4.351531873482291e-05,2.6667224917104297e-05
2.6640625e-09,4.472041930478899e-05,2.70537510631854e-05
2.665625e-09,4.512807539103275e-05,2.7749122111143542e-05
2.6671875e-09,4.572937370859195e-05,2.808615763443304e-05
2.66875e-09,4.675113165962162e-05,2.8625498996286695e-05
2.6703125e-09,4.7276928105137515e-05,2.935795118803073e-05
2.671875e-09,4.784630117001469e-05,3.0069532704219098e-05
2.6734375000000003e-09,4.91453561180402e-05,3.08266377810712e-05
2.675e-09,4.964771136603423e-05,3.121889159543186e-05
2.6765625e-09,5.018139973386558e-05,3.220843028697265e-05
2.678125e-09,5.075747026838639e-05,3.256354438039704e-05
2.6796875e-09,5.036786435259583e-05,3.2473825506591347e-05
2.68125e-09,5.124951795963866e-05,3.312134639601774e-05
2.6828125e-09,5.245149220808308e-05,3.3888800854502375e-05
2.6843750000000003e-09,5.372496827103927e-05,3.495901887461162e-05
2.6859375e-09,5.416523878170313e-05,3.605491073626995e-05
2.6875e-09,5.4624566476804786e-05,3.671437353033177e-05
2.6890625e-09,5.506718886260768e-05,3.68700548003151e-05
2.690625e-09,5.62256840096917e-05,3.7530549150825665e-05
2.6921875e-09,5.592582846644929e-05,3.936335147181782e-05
2.69375e-09,5.62983045657397e-05,3.951597559104679e-05
2.6953125000000003e-09,5.62815178864099e-05,4.0271528347148626e-05
2.696875e-09,5.645500856483187e-05,4.1855835340940135e-05
2.6984375e-09,5.728788216955127e-05,4.306024555964688e-05
2.7e-09,5.8020007153684e-05,4.4159245751739524e-05
2.7015625e-09,5.8736190225160156e-05,4.569341887380169e-05
2.703125e-09,5.961660823588524e-05,4.765900634435165e-05
2.7046875e-09,6.069017388048546e-05,4.908818324958871e-05
2.7062500000000002e-09,6.248273624023698e-05,4.9506050557368455e-05
2.7078125e-09,6.3345745935766e-05,5.092965515921742e-05
2.709375e-09,6.494483112848291e-05,5.1394259669515046e-05
2.7109375e-09,6.578946716614128e-05,5.2478335700115893e-05
2.7125000000000003e-09,6.711738214988413e-05,5.311114832435071e-05
2.7140625e-09,6.754187458988543e-05,5.434821461810163e-05
2.715625e-09,6.92119309357178e-05,5.530459671829706e-05
2.7171875000000002e-09,6.978304964090374e-05,5.559644098475678e-05
2.71875e-09,7.129461867288499e-05,5.671258341644223e-05
2.7203125e-09,7.16618876334658e-05,5.7024275502296474e-05
2.721875e-09,7.261484293620157e-05,5.762370021216225e-05
2.7234375000000003e-09,7.311517652503181e-05,5.896286315999059e-05
2.725e-09,7.353279835107698e-05,5.873881022557893e-05
2.7265625e-09,7.414136673794277e-05,6.0672669396697535e-05
2.7281250000000002e-09,7.490104499770622e-05,6.185431730812511e-05
2.7296875e-09,7.570018798186835e-05,6.211584749484763e-05
2.73125e-09,7.629982975643057e-05,6.381634459237872e-05
2.7328125e-09,7.672099152402602e-05,6.465384385180051e-05
2.7343750000000003e-09,7.667910425973794e-05,6.573272382529053e-05
2.7359375e-09,7.710942766664144e-05,6.614534692320458e-05
2.7375e-09,7.720573632332995e-05,6.749226817933097e-05
2.7390625000000002e-09,7.753625249515416e-05,6.873096297250652e-05
2.740625e-09,7.90062993385398e-05,6.99560993375435e-05
2.7421875e-09,7.934497308146563e-05,7.151162384604223e-05
2.74375e-09,8.00425696721078e-05,7.239914150204506e-05
2.7453125000000003e-09,8.12061086251742e-05,7.366998918690441e-05
2.746875e-09,8.24008967505743e-05,7.450166860400389e-05
2.7484375e-09,8.361061619158451e-05,7.527959039120375e-05
2.7500000000000002e-09,8.382586561152806e-05,7.590261524976615e-05
2.7515625e-09,8.436926968501357e-05,7.654134608732735e-05
2.753125e-09,8.533616966538441e-05,7.752850818161419e-05
2.7546875e-09,8.591203226202924e-05,7.888446702661778e-05
2.7562500000000003e-09,8.602498616594348e-05,8.0312428168613e-05
2.7578125e-09,8.717398688229808e-05,8.096715534456365e-05
2.759375e-09,8.786768322123969e-05,8.101699465038251e-05
2.7609375000000002e-09,8.875297928585693e-05,8.174891069254963e-05
2.7625e-09,8.953028811258761e-05,8.283827075260738e-05
2.7640625e-09,9.034187078698033e-05,8.40637475801777e-05
2.765625e-09,9.177093112106008e-05,8.5023613538138e-05
2.7671875000000003e-09,9.177940576853268e-05,8.63732786330949e-05
2.76875e-09,9.197896939469507e-05,8.770986044297563e-05
2.7703125e-09,9.232323474215368e-05,8.916345568336402e-05
2.7718750000000002e-09,9.233557096428067e-05,9.073453073826741e-05
2.7734375e-09,9.236716508295338e-05,9.14714552724999e-05
2.775e-09,9.205296836786495e-05,9.294081375022596e-05
2.7765625e-09,9.25848841646292e-05,9.3209013769409e-05
2.7781250000000003e-09,9.385318677441036e-05,9.355508007785985e-05
2.7796875e-09,9.426650797710425e-05,9.570198804548569e-05
2.78125e-09,9.461979188256448e-05,9.60140135158364e-05
2.7828125e-09,9.536801069420679e-05,9.675050080392214e-05
2.784375e-09,9.443758341892403e-05,9.662592564489734e-05
2.7859375e-09,9.503180037533311e-05,9.718273317135241e-05
2.7875e-09,9.507483682007915e-05,9.809374685104846e-05
2.7890625000000003e-09,9.483379074216663e-05,9.881360514652113e-05
2.790625e-09,9.4991348475004e-05,9.912674712788709e-05
2.7921875e-09,9.469954770629263e-05,9.949638729785737e-05
2.79375e-09,9.513047357046521e-05,9.988105841920827e-05
2.7953125e-09,9.628967723449926e-05,9.972778519209597e-05
2.796875e-09,9.700278126158494e-05,9.993051784852774e-05
2.7984375e-09,9.70585931879832e-05,9.960202423892991e-05
2.8000000000000003e-09,9.789660535651775e-05,9.986342942563262e-05
2.8015625e-09,9.731292844208463e-05,9.998886566249952e-05
2.803125e-09,9.68339264726219e-05,9.861761481081973e-05
2.8046875e-09,9.621674832654093e-05,9.84155344335482e-05
2.80625e-09,9.489058397010507e-05,9.842629865648249e-05
2.8078125e-09,9.536333908001864e-05,9.838759166544932e-05
2.809375e-09,9.395914367024286e-05,9.930710158371685e-05
2.8109375000000003e-09,9.353191319484724e-05,9.961846440416891e-05
2.8125e-09,9.212606613564459e-05,0.00010120441564135926
2.8140625e-09,9.174433281779751e-05,0.00010115212376898914
2.815625e-09,9.090005519393104e-05,0.00010109714571824517
2.8171875000000003e-09,9.042702671476559e-05,0.0001021675384434712
2.81875e-09,8.933256559097751e-05,0.0001019927641953996
2.8203125e-09,8.860930089024805e-05,0.00010168179146309075
2.8218750000000002e-09,8.793781144959757e-05,0.00010186807050824168
2.8234375e-09,8.688678882102435e-05,0.00010125511376200481
2.825e-09,8.636537631430744e-05,0.00010105742319420897
2.8265625e-09,8.559730966762916e-05,9.879151997185974e-05
2.8281250000000003e-09,8.521834198639386e-05,9.783704807766599e-05
2.8296875e-09,8.425104305680532e-05,9.748884769975929e-05
2.83125e-09,8.349716094360529e-05,9.600585984521732e-05
2.8328125000000002e-09,8.234651646269223e-05,9.458496824902673e-05
2.834375e-09,8.219806986827314e-05,9.357587251314996e-05
2.8359375e-09,8.193210368164353e-05,9.286398126306381e-05
2.8375e-09,8.079188711090059e-05,9.112645746384466e-05
2.8390625000000003e-09,7.989322467588842e-05,8.915624891295147e-05
2.840625e-09,7.814978438647182e-05,8.788447576825945e-05
2.8421875e-09,7.718439382460927e-05,8.623030441290315e-05
2.8437500000000002e-09,7.584184911544878e-05,8.522142831564924e-05
2.8453125e-09,7.459691073252173e-05,8.314082311701092e-05
2.846875e-09,7.255154211550612e-05,8.134332135021087e-05
2.8484375e-09,7.142473497618729e-05,7.929661177515244e-05
2.8500000000000003e-09,7.062452135508082e-05,7.839188544571587e-05
2.8515625e-09,6.932813397184485e-05,7.759449214952858e-05
2.853125e-09,6.732805922411726e-05,7.686500483648981e-05
2.8546875000000002e-09,6.58799946888954e-05,7.568895915072217e-05
2.85625e-09,6.472363137669387e-05,7.324187198977738e-05
2.8578125e-09,6.324245721492045e-05,7.20906774564434e-05
2.859375e-09,6.197366351130328e-05,7.125388448980459e-05
2.8609375000000003e-09,5.970547500327579e-05,6.938662396559206e-05
2.8625e-09,5.8474361995518586e-05,6.868266106041049e-05
2.8640625e-09,5.5951539585372924e-05,6.695213081192412e-05
2.8656250000000002e-09,5.4750302876871386e-05,6.590030647956405e-05
2.8671875e-09,5.4084873183475055e-05,6.491167738227682e-05
2.86875e-09,5.3161197765169226e-05,6.334664967895956e-05
2.8703125e-09,5.186463690147216e-05,6.183303110960296e-05
2.8718750000000003e-09,5.104361610864662e-05,5.95733195125971e-05
2.8734375e-09,5.005034620631927e-05,5.7382197267726074e-05
2.875e-09,4.8639996680322434e-05,5.607207076879519e-05
2.8765625000000002e-09,4.712808694268765e-05,5.439762503158714e-05
2.878125e-09,4.505451369844747e-05,5.373080770062605e-05
2.8796875e-09,4.4005249456978955e-05,5.139085305524665e-05
2.88125e-09,4.212173055834224e-05,5.012011729470423e-05
2.8828125000000003e-09,4.038219373425725e-05,4.78725742552497e-05
2.884375e-09,3.967539018765754e-05,4.664368909100021e-05
2.8859375e-09,3.8441190440186414e-05,4.496633285583387e-05
2.8875000000000002e-09,3.816265345675514e-05,4.339460400660717e-05
2.8890625e-09,3.7644458464970036e-05,4.18145957963265e-05
2.890625e-09,3.736103934633424e-05,3.9630109076959763e-05
2.8921875e-09,3.7738810615826976e-05,3.712288936522859e-05
2.8937500000000003e-09,3.6797235598977814e-05,3.5117664942613e-05
2.8953125e-09,3.446499490534985e-05,3.324731147684561e-05
2.896875e-09,3.2062117030535544e-05,3.1580037594095215e-05
2.8984375000000002e-09,3.0334913983296637e-05,3.04938541781297e-05
2.9e-09,2.9257685047729397e-05,2.9030567656084744e-05
2.9015625e-09,2.80568344198121e-05,2.6641319319891073e-05
2.903125e-09,2.731093690622587e-05,2.528121423205651e-05
2.9046875000000003e-09,2.5979026082885512e-05,2.395025895193001e-05
2.90625e-09,2.5469450775348346e-05,2.3478214114088263e-05
2.9078125e-09,2.319722315019148e-05,2.1850372662175355e-05
2.909375e-09,2.31901601395066e-05,2.0526331662322812e-05
2.9109375e-09,2.3108696449200776e-05,1.9049668439988497e-05
2.9125e-09,2.3632039294059194e-05,1.667056107318125e-05
2.9140625e-09,2.296661286114434e-05,1.5762438459302563e-05
2.9156250000000003e-09,2.232016457906027e-05,1.526158827758558e-05
2.9171875e-09,2.1668724617970617e-05,1.3901099444221529e-05
2.91875e-09,2.0932244324789867e-05,1.2913043069681071e-05
2.9203125e-09,2.0637249225392106e-05,1.2515299301982683e-05
2.921875e-09,2.0077778291468637e-05,1.2098751438497303e-05
2.9234375e-09,1.99541597211597e-05,1.1579714679395928e-05
2.925e-09,1.827794238718066e-05,1.1210531070210133e-05
2.9265625000000003e-09,1.7875784340049612e-05,1.1740017813527567e-05
2.928125e-09,1.6037531711629355e-05,1.1477496679035648e-05
2.9296875e-09,1.4516375385085398e-05,1.1181746872766907e-05
2.93125e-09,1.366039284099231e-05,1.0867039003029369e-05
2.9328125000000003e-09,1.3690329572668389e-05,1.089505955395196e-05
2.934375e-09,1.2690415619717035e-05,1.0857686330652941e-05
2.9359375e-09,1.0555294560957165e-05,1.0871963783240091e-05
2.9375000000000002e-09,9.874196273324427e-06,1.052032598124673e-05
2.9390625e-09,9.454167595167278e-06,1.0530972819123994e-05
2.940625e-09,9.646388675370774e-06,1.09851114354968e-05
2.9421875e-09,9.492115417358459e-06,1.1234211281292268e-05
2.9437500000000003e-09,8.94168632600098e-06,1.0378409374377848e-05
2.9453125e-09,8.26273833501112e-06,9.853058710836679e-06
2.946875e-09,8.686432980715732e-06,9.565817745804237e-06
2.9484375000000002e-09,7.554647470927576e-06,9.501417349999008e-06
2.95e-09,6.855573695972953e-06,9.11696173376561e-06
2.9515625e-09,6.913004672818723e-06,8.744554103603886e-06
2.953125e-09,7.056767888903514e-06,7.999334741224617e-06
2.9546875000000003e-09,7.230637830159424e-06,6.873906764752846e-06
2.95625e-09,7.33982909845316e-06,7.537363880390343e-06
2.9578125e-09,7.077629280060114e-06,8.061544616919469e-06
2.9593750000000002e-09,7.902296936540333e-06,7.4501674236021925e-06
2.9609375e-09,8.739377362167497e-06,7.223731740204075e-06
2.9625e-09,9.59037066734706e-06,6.815119690792465e-06
2.9640625e-09,1.0247560722037087e-05,7.063969493545817e-06
2.9656250000000003e-09,1.0362638541077352e-05,7.0296100905268955e-06
2.9671875e-09,1.0461596627171697e-05,6.13108936551391e-06
2.96875e-09,1.120314741353834e-05,5.3105739704100654e-06
2.9703125000000002e-09,1.1559353127626846e-05,5.161356923529839e-06
2.971875e-09,1.2670703515407775e-05,4.99825031422936e-06
2.9734375e-09,1.33511972331974e-05,6.160722969145486e-06
2.975e-09,1.4894733424359361e-05,5.646654546533302e-06
2.9765625000000003e-09,1.498373938813899e-05,6.325975566350893e-06
2.978125e-09,1.5315709592231665e-05,5.835761724914224e-06
2.9796875e-09,1.535960362286132e-05,6.652156451748726e-06
2.9812500000000002e-09,1.6247078621758266e-05,6.379710666726392e-06
2.9828125e-09,1.7279728595881498e-05,7.396677092806879e-06
2.984375e-09,1.698372375063379e-05,7.616674697826871e-06
2.9859375e-09,1.6774575315553233e-05,8.60551865789269e-06
2.9875000000000003e-09,1.6783568195601265e-05,9.311751232236131e-06
2.9890625e-09,1.6548367471086405e-05,9.637914933641525e-06
2.990625e-09,1.6151654260829506e-05,1.0544414363821242e-05
2.9921875000000002e-09,1.5936585602044146e-05,1.083603571153681e-05
2.99375e-09,1.651464052409214e-05,1.2150905612569453e-05
2.9953125e-09,1.820365354709e-05,1.2678422341911331e-05
2.996875e-09,2.0818327985689253e-05,1.3496811521167234e-05
2.9984375000000003e-09,2.144774992401803e-05,1.4235832620435831e-05
3e-09,2.144023152948714e-05,1.3574352427354163e-05
3.0015625e-09,2.306463815076561e-05,1.561265371494539e-05
3.0031250000000002e-09,2.3465888610404247e-05,1.7373311599297066e-05
3.0046875e-09,2.4020959938581204e-05,1.7610871479021037e-05
3.00625e-09,2.4092415214834533e-05,1.847217832011217e-05
3.0078125e-09,2.5104238109185525e-05,1.9605694367343022e-05
3.0093750000000003e-09,2.554286063275072e-05,2.054043734932591e-05
3.0109375e-09,2.5138690251024414e-05,2.163674806943079e-05
3.0125e-09,2.4502973787815493e-05,2.2655273308987556e-05
3.0140625000000002e-09,2.4567489721813964e-05,2.3430461450755995e-05
3.015625e-09,2.4572117716442975e-05,2.4071560019706678e-05
3.0171875e-09,2.420714852212962e-05,2.4300914440591172e-05
3.01875e-09,2.511537963810423e-05,2.4996688907252258e-05
3.0203125000000003e-09,2.6390889528012535e-05,2.534420017234272e-05
3.021875e-09,2.7450332693345092e-05,2.508253725311467e-05
3.0234375e-09,2.759591309039943e-05,2.487140128973754e-05
3.025e-09,2.9483418961393612e-05,2.4227858473688387e-05
3.0265625e-09,3.003042667508046e-05,2.4583789084292528e-05
3.028125e-09,3.156494570606887e-05,2.5031270973017172e-05
3.0296875e-09,3.277035519960735e-05,2.38274348187954e-05
3.0312500000000003e-09,3.31250506246328e-05,2.387444279285187e-05
3.0328125e-09,3.3364662058747805e-05,2.3069409366624975e-05
3.034375e-09,3.383729523188287e-05,2.3432314476123976e-05
3.0359375e-09,3.550044192978022e-05,2.3349923563648945e-05
3.0375000000000003e-09,3.678501458463962e-05,2.353638889341035e-05
3.0390625e-09,3.7577053020382785e-05,2.42982471814697e-05
3.040625e-09,3.718809219305083e-05,2.5495352293124064e-05
3.0421875000000003e-09,3.722113497737057e-05,2.6027589188746328e-05
3.04375e-09,3.7792114493262635e-05,2.6418447717354354e-05
3.0453125e-09,3.802065422361936e-05,2.7951107161924222e-05
3.046875e-09,3.818199909103665e-05,2.885265823818792e-05
3.0484375000000003e-09,3.889963995557214e-05,2.9361399839414273e-05
3.05e-09,3.8910672859305835e-05,3.024463191145142e-05
3.0515625e-09,3.8871418809708675e-05,3.0221614637549906e-05
3.0531250000000002e-09,3.930048755402307e-05,3.128945449762748e-05
3.0546875e-09,3.909958789312578e-05,3.221691979450159e-05
3.05625e-09,3.936394522302766e-05,3.1910080597443485e-05
3.0578125e-09,3.9701225581085195e-05,3.1502514999490384e-05
3.0593750000000003e-09,3.86086513504601e-05,3.229856658755353e-05
3.0609375e-09,3.835175542761427e-05,3.292690458785502e-05
3.0625e-09,3.67253332812565e-05,3.3472120590665004e-05
3.0640625000000002e-09,3.635015769916599e-05,3.392061406371436e-05
3.065625e-09,3.618888651551331e-05,3.4813779494355856e-05
3.0671875e-09,3.570622741577613e-05,3.5177322494117333e-05
3.06875e-09,3.541290729346684e-05,3.507056374337182e-05
3.0703125000000003e-09,3.464869375554175e-05,3.442871799338838e-05
3.071875e-09,3.3750459827182685e-05,3.4457303717619135e-05
3.0734375e-09,3.2818829446423996e-05,3.49047580192221e-05
3.0750000000000002e-09,3.206619035036953e-05,3.494831093659667e-05
3.0765625e-09,3.148680977597096e-05,3.514085295625334e-05
3.078125e-09,3.164003789648575e-05,3.479082255665618e-05
3.0796875e-09,3.2384971023145585e-05,3.50909218188526e-05
3.0812500000000003e-09,3.125153208168621e-05,3.542722425299576e-05
3.0828125e-09,3.094848921360926e-05,3.454387628396332e-05
3.084375e-09,3.138905699727811e-05,3.485070195993749e-05
3.0859375000000002e-09,3.153521432967666e-05,3.426994968947665e-05
3.0875e-09,3.166105429933836e-05,3.2914639166321246e-05
3.0890625e-09,3.171110000537881e-05,3.223036647987834e-05
3.090625e-09,3.214600282363057e-05,3.138630919009702e-05
3.0921875000000003e-09,3.216945702309249e-05,3.154881037053485e-05
3.09375e-09,3.1775556261059404e-05,3.0386852463950026e-05
3.0953125e-09,3.127886257432491e-05,2.947084889802251e-05
3.0968750000000002e-09,2.9444469789692148e-05,2.8670705239033928e-05
3.0984375e-09,2.937983530622107e-05,2.7408149163997864e-05
3.1e-09,2.948741197437594e-05,2.8525101804148847e-05
3.1015625e-09,2.888277666332985e-05,2.6886894775655722e-05
3.1031250000000003e-09,2.8588903612158133e-05,2.577965532391129e-05
3.1046875e-09,2.9397313471275436e-05,2.511223218975989e-05
3.10625e-09,3.070540799902626e-05,2.4513733579819937e-05
3.1078125000000002e-09,3.138833105781105e-05,2.3376886221584468e-05
3.109375e-09,3.212709214365847e-05,2.2216947105830298e-05
